open,high,low,close,volume,marketCap,timestamp
0.689573743,0.759664225,0.680542824,0.752951566,118813928,1368093413,2021-10-01T00:00:00.000Z
0.753738661,0.782058049,0.739827246,0.753344548,96996178.78,1368806772,2021-10-02T00:00:00.000Z
0.752185007,0.771573725,0.73919897,0.765274855,76887614.77,1390482900,2021-10-03T00:00:00.000Z
0.768490191,0.82878571,0.726742442,0.766261223,242492274.8,1392273570,2021-10-04T00:00:00.000Z
0.76663436,0.784447226,0.747183335,0.781663927,119228151.3,1420259430,2021-10-05T00:00:00.000Z
0.780714951,0.793451618,0.725964868,0.776112532,118911400.9,1410172482,2021-10-06T00:00:00.000Z
0.775740959,0.781052857,0.749251481,0.771234031,80432781.39,1401308319,2021-10-07T00:00:00.000Z
0.772026913,0.813805012,0.770688184,0.813805012,116963614.7,1478657414,2021-10-08T00:00:00.000Z
0.81403455,0.839712728,0.800381153,0.839712728,108702962.1,1525730394,2021-10-09T00:00:00.000Z
0.84120537,0.84120537,0.768238693,0.772129868,76825492.84,1402933635,2021-10-10T00:00:00.000Z
0.769970695,0.79980921,0.748020289,0.763220874,87539224.41,1386745151,2021-10-11T00:00:00.000Z
0.763574836,0.763574836,0.714769809,0.754211246,68893416.59,1370372941,2021-10-12T00:00:00.000Z
0.755207241,0.769248219,0.734146905,0.767639746,62866844.93,1394768403,2021-10-13T00:00:00.000Z
0.769006271,0.788879254,0.759937062,0.773497383,62862165.21,1405410472,2021-10-14T00:00:00.000Z
0.773899312,0.776327766,0.73884106,0.757080479,97945427.25,1375581533,2021-10-15T00:00:00.000Z
0.756954398,0.864098146,0.756954398,0.805276728,203353462.9,1463151571,2021-10-16T00:00:00.000Z
0.809357847,0.812991021,0.738557208,0.766257037,107039040.8,1392253935,2021-10-17T00:00:00.000Z
0.765083229,0.771051532,0.738233952,0.749396927,66583623.88,1361619137,2021-10-18T00:00:00.000Z
0.749926925,0.777997431,0.741988318,0.77276117,75499722.39,1404070024,2021-10-19T00:00:00.000Z
0.773496138,0.843966455,0.768817367,0.81456584,151938014.2,1480026211,2021-10-20T00:00:00.000Z
0.815169308,0.831896072,0.781695429,0.787964958,113312945.9,1431692846,2021-10-21T00:00:00.000Z
0.788779083,0.813294388,0.778603219,0.791398489,76945134.91,1437930527,2021-10-22T00:00:00.000Z
0.790219726,0.799899367,0.781431225,0.794012958,50314457.05,1442679534,2021-10-23T00:00:00.000Z
0.794446268,0.800749435,0.755188833,0.778648652,60915059.22,1414762080,2021-10-24T00:00:00.000Z
0.77867684,0.810300387,0.772882632,0.809092221,66854730.48,1470075411,2021-10-25T00:00:00.000Z
0.808450964,0.857097406,0.801893886,0.815543364,144589228.1,1481796696,2021-10-26T00:00:00.000Z
0.815584547,0.856247895,0.720839784,0.75336324,192403483.9,1368818512,2021-10-27T00:00:00.000Z
0.753462571,0.994091963,0.747774096,0.921315243,514335612.1,1673977365,2021-10-28T00:00:00.000Z
0.925921137,1.484802749,0.924382553,1.399354395,4627792912,2542545620,2021-10-29T00:00:00.000Z
1.395305881,4.691107901,1.288156726,3.564691937,27574037170,6476833120,2021-10-30T00:00:00.000Z
3.581094529,4.161746005,2.56581127,2.892260384,14350759420,5255062400,2021-10-31T00:00:00.000Z
2.888525175,3.524432079,2.629254702,3.048129751,7550437209,5538261527,2021-11-01T00:00:00.000Z
3.034262563,3.441217756,2.930539156,3.082580144,4844009466,5600852352,2021-11-02T00:00:00.000Z
3.106974886,3.181673306,2.716242326,2.854916107,2714746340,5187197829,2021-11-03T00:00:00.000Z
2.8623642,2.931061332,2.424743279,2.510127677,2091599232,4560737052,2021-11-04T00:00:00.000Z
2.505527507,2.739024352,2.371853431,2.605362637,2130677817,4733771154,2021-11-05T00:00:00.000Z
2.598463941,3.067716883,2.598463941,2.814137152,3564912300,5113097508,2021-11-06T00:00:00.000Z
2.815378685,2.986382359,2.733604306,2.823794689,1445550301,5130639237,2021-11-07T00:00:00.000Z
2.830485889,2.87921235,2.662485843,2.696330704,1055546304,4899042774,2021-11-08T00:00:00.000Z
2.693980727,2.711206618,2.513227719,2.544487749,928050293.8,4623152288,2021-11-09T00:00:00.000Z
2.549531789,2.871798868,2.229021876,2.503967353,1960668646,4549527872,2021-11-10T00:00:00.000Z
2.504918795,2.849730111,2.433946292,2.681482134,1545844418,4872059412,2021-11-11T00:00:00.000Z
2.676756976,3.46592947,2.644329048,3.29785251,6512874646,5991953282,2021-11-12T00:00:00.000Z
3.306898415,3.792297473,3.150844102,3.24185511,5443230227,5890204325,2021-11-13T00:00:00.000Z
3.25220379,3.34473067,3.103461544,3.209386521,1873423296,5831208159,2021-11-14T00:00:00.000Z
3.214780667,3.495180947,3.164736111,3.287028874,2068495821,5972273404,2021-11-15T00:00:00.000Z
3.299184476,3.428023166,2.750641558,3.251875488,3617130641,5908396282,2021-11-16T00:00:00.000Z
3.246472902,3.515129877,3.125483952,3.342848895,2557418928,6073679625,2021-11-17T00:00:00.000Z
3.353332645,3.97497596,3.228896364,3.745671852,6008028065,6805569963,2021-11-18T00:00:00.000Z
3.748952501,4.33877457,3.748952501,4.290613164,5583381823,7828779931,2021-11-19T00:00:00.000Z
4.292811803,4.348814884,3.853068487,4.014724639,2355194372,7325375114,2021-11-20T00:00:00.000Z
4.021111627,4.108279348,3.618878324,3.659434436,1887447766,6677099711,2021-11-21T00:00:00.000Z
3.655118218,4.109708508,3.538829507,4.09083797,3350463832,7464244555,2021-11-22T00:00:00.000Z
4.092688054,4.302036301,3.933163852,4.02099312,3777678884,7336797072,2021-11-23T00:00:00.000Z
4.022392007,5.483047386,3.939846043,4.3691898,3861055066,7972124352,2021-11-24T00:00:00.000Z
5.161565398,5.90231719,4.691721278,5.479180652,10281214386,9997435394,2021-11-25T00:00:00.000Z
5.199132138,5.454984399,4.419379663,4.639658753,4463111009,8465610604,2021-11-26T00:00:00.000Z
4.659389419,4.926969521,4.365741541,4.703832144,2468735913,8582688496,2021-11-27T00:00:00.000Z
4.712204475,5.151782915,4.311634393,5.113991775,3189265385,9331065257,2021-11-28T00:00:00.000Z
5.150116572,5.233888774,4.820425628,4.881830972,2486873969,8907453891,2021-11-29T00:00:00.000Z
4.885953676,4.933779596,4.548342106,4.635049693,2244146596,8457166061,2021-11-30T00:00:00.000Z
4.64467705,4.81958155,4.446453181,4.549871325,1846999955,8301737692,2021-12-01T00:00:00.000Z
4.554646449,4.554646449,4.220286834,4.4015322,1414051889,8031068377,2021-12-02T00:00:00.000Z
4.411054316,4.434361599,3.73508915,3.908493467,1534295178,7131458813,2021-12-03T00:00:00.000Z
3.919305668,4.223947475,2.624085882,4.118443578,4101335296,7514525474,2021-12-04T00:00:00.000Z
4.119120294,4.146480748,3.523677519,3.702093665,1737989978,6754846154,2021-12-05T00:00:00.000Z
3.693474303,3.921114344,3.232085898,3.776556354,1790405532,6890701834,2021-12-06T00:00:00.000Z
3.78057216,4.144400341,3.678111639,3.827140144,1406119788,6982992386,2021-12-07T00:00:00.000Z
