open,high,low,close,volume,timestamp
4.94264E-05,5.36596E-05,4.78688E-05,4.90449E-05,3718690.72,2021-10-01T00:00:00.000Z
4.90543E-05,5.14235E-05,4.81375E-05,5.01821E-05,3736810.43,2021-10-02T00:00:00.000Z
5.01768E-05,7.50921E-05,5.00281E-05,6.85068E-05,14517412.61,2021-10-03T00:00:00.000Z
6.85161E-05,7.47719E-05,5.0939E-05,5.26401E-05,18559821.15,2021-10-04T00:00:00.000Z
5.26528E-05,5.52638E-05,4.66464E-05,5.2827E-05,10785534.71,2021-10-05T00:00:00.000Z
5.28026E-05,6.30227E-05,4.77677E-05,6.20504E-05,11312111.88,2021-10-06T00:00:00.000Z
6.20849E-05,7.03011E-05,5.73752E-05,6.49309E-05,14930394.86,2021-10-07T00:00:00.000Z
6.49107E-05,6.96339E-05,5.71862E-05,6.61381E-05,13638704.39,2021-10-08T00:00:00.000Z
6.61411E-05,6.91064E-05,6.38671E-05,6.42517E-05,10701300.13,2021-10-09T00:00:00.000Z
6.42425E-05,6.51356E-05,5.69251E-05,6.14574E-05,9783797.84,2021-10-10T00:00:00.000Z
6.14032E-05,7.30775E-05,5.73823E-05,6.8002E-05,14658250.06,2021-10-11T00:00:00.000Z
6.7956E-05,7.8627E-05,6.6545E-05,7.39132E-05,18566587.76,2021-10-12T00:00:00.000Z
7.39772E-05,8.10613E-05,7.21897E-05,7.72149E-05,17291297.52,2021-10-13T00:00:00.000Z
7.72491E-05,7.74882E-05,7.16455E-05,7.31409E-05,11811811.62,2021-10-14T00:00:00.000Z
7.31309E-05,7.31309E-05,6.19926E-05,6.63435E-05,12973103.41,2021-10-15T00:00:00.000Z
6.63618E-05,7.10734E-05,6.03961E-05,6.14513E-05,9549772.83,2021-10-16T00:00:00.000Z
6.14154E-05,7.57405E-05,5.90973E-05,7.43713E-05,11759557.97,2021-10-17T00:00:00.000Z
7.43828E-05,8.07383E-05,6.85802E-05,6.96678E-05,19178320.95,2021-10-18T00:00:00.000Z
6.96703E-05,7.74511E-05,6.93702E-05,7.51511E-05,14369081.22,2021-10-19T00:00:00.000Z
7.5105E-05,7.5105E-05,6.85354E-05,7.20234E-05,11148904.13,2021-10-20T00:00:00.000Z
7.20253E-05,7.51213E-05,6.77978E-05,6.91761E-05,9924724.39,2021-10-21T00:00:00.000Z
6.91099E-05,6.98403E-05,6.38828E-05,6.75559E-05,8616789.37,2021-10-22T00:00:00.000Z
6.75602E-05,6.75602E-05,6.37521E-05,6.45301E-05,8569192.14,2021-10-23T00:00:00.000Z
6.45328E-05,6.98302E-05,5.46398E-05,5.86039E-05,19870847.14,2021-10-24T00:00:00.000Z
5.85656E-05,6.29448E-05,5.72412E-05,6.18463E-05,14799633.63,2021-10-25T00:00:00.000Z
