open,high,low,close,volume,marketCap,timestamp
0.100014073,0.106574018,0.094902149,0.101099871,326991892.5,705394568.2,2021-10-01T00:00:00.000Z
0.100300318,0.109246595,0.100214959,0.101722428,247433241.1,709738274,2021-10-02T00:00:00.000Z
0.10142055,0.123004339,0.097142916,0.114300148,474300777.7,797495615.9,2021-10-03T00:00:00.000Z
0.113963183,0.119442061,0.106708118,0.113612878,322696218.1,792700387.4,2021-10-04T00:00:00.000Z
0.11241194,0.113743184,0.101925391,0.104770655,170965026.9,731006386.3,2021-10-05T00:00:00.000Z
0.104816769,0.106517316,0.094087531,0.099360545,181932355.9,693258932,2021-10-06T00:00:00.000Z
0.099093192,0.102542818,0.094262044,0.096334142,135356701,672143102,2021-10-07T00:00:00.000Z
0.096366109,0.104983589,0.096318839,0.0995542,139976547.5,694610106.1,2021-10-08T00:00:00.000Z
0.099492165,0.106980321,0.097747188,0.099094618,124301036.4,691403506,2021-10-09T00:00:00.000Z
0.099272074,0.099814393,0.090148131,0.090585608,95910348.75,632034395.8,2021-10-10T00:00:00.000Z
0.090673369,0.094356699,0.085690341,0.088875777,102761381.4,620104551,2021-10-11T00:00:00.000Z
0.088913038,0.088913038,0.079675335,0.086031511,148450791.2,600259523.3,2021-10-12T00:00:00.000Z
0.085932226,0.090932195,0.081618035,0.084660816,138690011.9,590695904.3,2021-10-13T00:00:00.000Z
0.084658086,0.097611521,0.084658086,0.091443937,207295772.6,638023135,2021-10-14T00:00:00.000Z
0.091652047,0.091652047,0.083258023,0.088825125,163626274.5,619751147.3,2021-10-15T00:00:00.000Z
0.088776428,0.092335626,0.085657832,0.086526083,93928149.5,603710259.3,2021-10-16T00:00:00.000Z
0.086445005,0.089317188,0.081358809,0.083783586,78860971.71,584575293.7,2021-10-17T00:00:00.000Z
0.083763077,0.085229608,0.081622274,0.083432942,55957818.34,582128772.7,2021-10-18T00:00:00.000Z
0.083390853,0.084887774,0.082529184,0.08324668,45333095.73,580829187.5,2021-10-19T00:00:00.000Z
0.083248325,0.087893017,0.082514366,0.086596017,92276457.32,604198202.9,2021-10-20T00:00:00.000Z
0.086606598,0.088966441,0.082013796,0.083380865,80091609.88,581765422,2021-10-21T00:00:00.000Z
0.08333248,0.085720585,0.082538337,0.08375753,55642298.39,584393493.6,2021-10-22T00:00:00.000Z
0.083740032,0.08552962,0.083083043,0.084372568,44570686.83,588684739.8,2021-10-23T00:00:00.000Z
0.084369656,0.08622769,0.079835075,0.081644009,57107668.89,569647025.7,2021-10-24T00:00:00.000Z
0.081638863,0.085830333,0.081207213,0.084663671,52848916.44,590715827.2,2021-10-25T00:00:00.000Z
0.084588312,0.091405823,0.083341935,0.090071307,103447489.3,628446013.9,2021-10-26T00:00:00.000Z
0.09031898,0.097270527,0.070159019,0.074904725,222724523.9,522625656.8,2021-10-27T00:00:00.000Z
0.074881985,0.082817361,0.074321983,0.081132749,132012962.9,566079860.4,2021-10-28T00:00:00.000Z
0.080969042,0.098639846,0.080571627,0.092102995,256648445.8,642621518.4,2021-10-29T00:00:00.000Z
0.092383907,0.114616899,0.091509139,0.103867713,416493488.7,724706371,2021-10-30T00:00:00.000Z
0.10489096,0.117794178,0.090462992,0.095442181,210916270.1,665919702.7,2021-10-31T00:00:00.000Z
0.095457088,0.096326753,0.088142413,0.091044739,121700669.7,635237845.9,2021-11-01T00:00:00.000Z
0.091056635,0.101471813,0.089326938,0.097957974,211269568,683472906.4,2021-11-02T00:00:00.000Z
0.097929454,0.10309342,0.091034901,0.095228555,136393326.5,664429191.2,2021-11-03T00:00:00.000Z
0.095245268,0.097472214,0.090200271,0.092055876,88540275.43,642292754.7,2021-11-04T00:00:00.000Z
0.091989975,0.095156646,0.090673404,0.091529681,73193870.28,638621384.7,2021-11-05T00:00:00.000Z
0.091452615,0.093344068,0.085174222,0.090557835,70564021.7,631840614.9,2021-11-06T00:00:00.000Z
0.090670808,0.092758222,0.089823063,0.090656513,48494090.24,632529116.7,2021-11-07T00:00:00.000Z
