open,high,low,close,volume,timestamp
0.002692571,0.002931925,0.002692571,0.002902567,55317.84,2022-04-04T00:00:00.000Z
0.002902569,0.003034619,0.002815613,0.002815613,47516.81,2022-04-05T00:00:00.000Z
0.002815142,0.00292265,0.002480938,0.002711265,169252.94,2022-04-06T00:00:00.000Z
0.002711267,0.002971145,0.002633719,0.002795901,136624.31,2022-04-07T00:00:00.000Z
0.002795888,0.002800114,0.00260979,0.002648248,60886.89,2022-04-08T00:00:00.000Z
0.00264828,0.002700872,0.002587571,0.002654662,73433.17,2022-04-09T00:00:00.000Z
0.002654656,0.002729024,0.002557341,0.002666209,65867.06,2022-04-10T00:00:00.000Z
0.002666197,0.002666197,0.002324485,0.00241374,96300.85,2022-04-11T00:00:00.000Z
0.002413741,0.002490548,0.002329801,0.002457531,37822.03,2022-04-12T00:00:00.000Z
0.002457497,0.002557505,0.002395805,0.002492808,85689.43,2022-04-13T00:00:00.000Z
0.002492801,0.0025488,0.002375991,0.002452136,72087.02,2022-04-14T00:00:00.000Z
0.002452137,0.002728893,0.00245204,0.002640696,176617.17,2022-04-15T00:00:00.000Z
0.002640703,0.002730742,0.002526445,0.002716908,93247.2,2022-04-16T00:00:00.000Z
0.002716907,0.002783005,0.002610488,0.002610488,60049.5,2022-04-17T00:00:00.000Z
0.002610502,0.002702819,0.002440744,0.002635293,82839.1,2022-04-18T00:00:00.000Z
0.002635319,0.002827758,0.002609585,0.002654258,160557.35,2022-04-19T00:00:00.000Z
0.002654252,0.002873356,0.002642154,0.002684333,153885.95,2022-04-20T00:00:00.000Z
0.002684323,0.002762483,0.002621994,0.002762483,62804.12,2022-04-21T00:00:00.000Z
0.0027625,0.002848511,0.002761283,0.002845558,61509.39,2022-04-22T00:00:00.000Z
0.002845561,0.002946123,0.00274318,0.002755556,84697.53,2022-04-23T00:00:00.000Z
0.002755545,0.002797415,0.002681231,0.002717735,55007.81,2022-04-24T00:00:00.000Z
0.002717728,0.002973367,0.002686393,0.002818751,212458.6,2022-04-25T00:00:00.000Z
0.00281872,0.002894477,0.002492234,0.002492234,153441.94,2022-04-26T00:00:00.000Z
0.002492225,0.002640509,0.002477801,0.002559915,105845.3,2022-04-27T00:00:00.000Z
0.002559928,0.002610712,0.002327366,0.002498292,146834.22,2022-04-28T00:00:00.000Z
0.00249828,0.002540644,0.002320978,0.002371436,119336.4,2022-04-29T00:00:00.000Z
0.002371436,0.002402316,0.002150754,0.002172805,120674.61,2022-04-30T00:00:00.000Z
0.002172813,0.002413037,0.002127546,0.002382736,236399.74,2022-05-01T00:00:00.000Z
0.002382734,0.002468238,0.002089468,0.002129347,161575.68,2022-05-02T00:00:00.000Z
0.002129349,0.00232631,0.002092994,0.00213881,92708.81,2022-05-03T00:00:00.000Z
0.002138806,0.002281577,0.002057611,0.00228083,190122.29,2022-05-04T00:00:00.000Z
0.002280827,0.002604316,0.001930815,0.001957643,148667.33,2022-05-05T00:00:00.000Z
0.00195765,0.002131672,0.001942321,0.002126389,40673.9,2022-05-06T00:00:00.000Z
0.00212639,0.002208425,0.001940852,0.002067641,154797.09,2022-05-07T00:00:00.000Z
0.00206764,0.002076092,0.001973906,0.001982711,70045.81,2022-05-08T00:00:00.000Z
0.001982709,0.002018922,0.00163581,0.001673302,126269.39,2022-05-09T00:00:00.000Z
0.001673299,0.001753743,0.001613032,0.00170531,189654,2022-05-10T00:00:00.000Z
0.001705306,0.001737421,0.001277805,0.001338812,241509.14,2022-05-11T00:00:00.000Z
0.001338822,0.001480798,0.000981236,0.001332094,348705,2022-05-12T00:00:00.000Z
0.001332039,0.001823197,0.001295026,0.00157207,307030.34,2022-05-13T00:00:00.000Z
0.001572049,0.001867671,0.001464808,0.001527882,135616.23,2022-05-14T00:00:00.000Z
0.001527878,0.001621972,0.001508435,0.001621961,46005.15,2022-05-15T00:00:00.000Z
0.001621946,0.001666456,0.001510433,0.001642079,71622.52,2022-05-16T00:00:00.000Z
0.001642076,0.001772892,0.001594595,0.001689137,124906.37,2022-05-17T00:00:00.000Z
0.001689076,0.001696929,0.00152984,0.001544926,45634.53,2022-05-18T00:00:00.000Z
0.001544924,0.001624099,0.001455892,0.001624099,90574.43,2022-05-19T00:00:00.000Z
0.001624112,0.001794941,0.001601432,0.001658066,93326.41,2022-05-20T00:00:00.000Z
0.001658095,0.001674575,0.00155112,0.001637809,66469.55,2022-05-21T00:00:00.000Z
0.001637809,0.001733056,0.001603756,0.00172149,41639.45,2022-05-22T00:00:00.000Z
0.001721489,0.001789263,0.001595634,0.001632726,61370.16,2022-05-23T00:00:00.000Z
0.001632723,0.00166377,0.00156804,0.001638541,26171.09,2022-05-24T00:00:00.000Z
0.001638541,0.001691078,0.001610173,0.001633598,79734.13,2022-05-25T00:00:00.000Z
0.001633595,0.001670863,0.001522339,0.00152234,146637.88,2022-05-26T00:00:00.000Z
0.001522339,0.001525789,0.0013823,0.001406012,99496.5,2022-05-27T00:00:00.000Z
0.001461884,0.001474677,0.001397511,0.001473168,51718.52,2022-05-28T00:00:00.000Z
0.001473162,0.001487816,0.001423815,0.001471965,28307.92,2022-05-29T00:00:00.000Z
0.001471965,0.001622357,0.001453953,0.001593929,73931.16,2022-05-30T00:00:00.000Z
0.001593933,0.001653249,0.001565652,0.001572469,14878.48,2022-05-31T00:00:00.000Z
0.001572466,0.001594679,0.001438559,0.001503419,116146.18,2022-06-01T00:00:00.000Z
0.001503392,0.001634152,0.001493915,0.001619464,52556.92,2022-06-02T00:00:00.000Z
0.001619464,0.001626882,0.001524087,0.001567362,56198.3,2022-06-03T00:00:00.000Z
0.001567357,0.001619267,0.001553681,0.00160169,14218.77,2022-06-04T00:00:00.000Z
0.001601688,0.001619981,0.001474612,0.001595993,49435.39,2022-06-05T00:00:00.000Z
0.001595983,0.001652678,0.001530552,0.001623451,33795.74,2022-06-06T00:00:00.000Z
0.001623455,0.001623569,0.001488306,0.001523291,31101.85,2022-06-07T00:00:00.000Z
0.001523288,0.001576619,0.001486994,0.001576619,25874.9,2022-06-08T00:00:00.000Z
0.001577134,0.001577195,0.001519466,0.001530273,20489.73,2022-06-09T00:00:00.000Z
0.001530271,0.001531064,0.001337344,0.001388678,26191.35,2022-06-10T00:00:00.000Z
0.001388676,0.001423661,0.001300618,0.00135032,16053.45,2022-06-11T00:00:00.000Z
0.001350319,0.001359704,0.001194178,0.001194178,73991.75,2022-06-12T00:00:00.000Z
0.001194194,0.001217288,0.000967136,0.001119072,89877.51,2022-06-13T00:00:00.000Z
0.001119072,0.001228838,0.001059022,0.001189573,33759.32,2022-06-14T00:00:00.000Z
0.001189569,0.001256939,0.001080046,0.001256939,71765.35,2022-06-15T00:00:00.000Z
0.001256953,0.001280789,0.001107195,0.001154291,74434.79,2022-06-16T00:00:00.000Z
0.001154295,0.001229476,0.001085491,0.001175579,85632.97,2022-06-17T00:00:00.000Z
0.001175575,0.001189877,0.000964563,0.001130012,82759.18,2022-06-18T00:00:00.000Z
0.001130011,0.001208377,0.001059172,0.001128624,67923.52,2022-06-19T00:00:00.000Z
0.001128626,0.001202558,0.001097164,0.001136498,28819.27,2022-06-20T00:00:00.000Z
0.001136466,0.001211944,0.001112292,0.001198932,32102.87,2022-06-21T00:00:00.000Z
0.001198252,0.001211967,0.001074177,0.001155092,37655.02,2022-06-22T00:00:00.000Z
0.001155091,0.001251378,0.001148487,0.001239044,19518.18,2022-06-23T00:00:00.000Z
0.001239085,0.001342371,0.001237962,0.001264632,36285.84,2022-06-24T00:00:00.000Z
0.00126464,0.001406065,0.001243371,0.001400518,63811.46,2022-06-25T00:00:00.000Z
0.001400515,0.001566486,0.00135279,0.001357379,76056.44,2022-06-26T00:00:00.000Z
0.001357364,0.001533329,0.001296269,0.001331281,70223.43,2022-06-27T00:00:00.000Z
0.001331276,0.001499538,0.00130476,0.001426727,51928.64,2022-06-28T00:00:00.000Z
0.001426727,0.00145816,0.001323825,0.001349601,80271.88,2022-06-29T00:00:00.000Z
0.001349571,0.001612578,0.001217016,0.00144494,211278.99,2022-06-30T00:00:00.000Z
0.001444952,0.001554069,0.001326722,0.001468208,123217.36,2022-07-01T00:00:00.000Z
0.001468213,0.001473366,0.001393958,0.001410855,11774.67,2022-07-02T00:00:00.000Z
0.001410859,0.001523719,0.00139709,0.00144031,53700.23,2022-07-03T00:00:00.000Z
0.001440312,0.001473775,0.001391344,0.001472657,18259.01,2022-07-04T00:00:00.000Z
0.001472574,0.001523224,0.001365711,0.001398631,84404.66,2022-07-05T00:00:00.000Z
0.001398629,0.001572122,0.00137871,0.001571102,60351.63,2022-07-06T00:00:00.000Z
0.001571102,0.001605073,0.001416626,0.001503043,47784.23,2022-07-07T00:00:00.000Z
0.001503047,0.001591982,0.001466257,0.001549937,46709.14,2022-07-08T00:00:00.000Z
0.001549888,0.001608633,0.00152882,0.001592936,42521.85,2022-07-09T00:00:00.000Z
0.001592945,0.001605082,0.001477107,0.001558193,37626.25,2022-07-10T00:00:00.000Z
0.001558191,0.001683511,0.001499611,0.001608181,111060.38,2022-07-11T00:00:00.000Z
0.001608168,0.001645379,0.001475582,0.001475582,52837.82,2022-07-12T00:00:00.000Z
0.001475431,0.001589383,0.001431262,0.001589383,91030.63,2022-07-13T00:00:00.000Z
0.001589399,0.001652213,0.001484854,0.00160809,49351.66,2022-07-14T00:00:00.000Z
0.001608081,0.001751939,0.001590122,0.001672172,92901.37,2022-07-15T00:00:00.000Z
0.001672173,0.00181249,0.001589203,0.001717994,173605.84,2022-07-16T00:00:00.000Z
0.001717986,0.001745062,0.001594683,0.001671371,82460.69,2022-07-17T00:00:00.000Z
0.001671354,0.001783385,0.001651169,0.001654584,94300.78,2022-07-18T00:00:00.000Z
0.001654585,0.001831863,0.001618265,0.001815879,113017.7,2022-07-19T00:00:00.000Z
0.00181588,0.002020842,0.00174005,0.001789658,162717.93,2022-07-20T00:00:00.000Z
0.001789665,0.001907934,0.001735709,0.001856629,135255.45,2022-07-21T00:00:00.000Z
0.001856635,0.001987537,0.001822171,0.001896729,73192.99,2022-07-22T00:00:00.000Z
0.001896736,0.001966891,0.001817543,0.001848645,28910.78,2022-07-23T00:00:00.000Z
0.001848648,0.001955956,0.001786979,0.001861589,118423.8,2022-07-24T00:00:00.000Z
0.001861585,0.001862195,0.001687638,0.00171523,98893.12,2022-07-25T00:00:00.000Z
0.001715109,0.001781134,0.001573403,0.001676218,82936.61,2022-07-26T00:00:00.000Z
0.001676306,0.001848847,0.001630856,0.001737154,70737.9,2022-07-27T00:00:00.000Z
0.001737148,0.001857935,0.001702585,0.001737117,74589.45,2022-07-28T00:00:00.000Z
0.001737119,0.001809192,0.00164127,0.001720082,76427.74,2022-07-29T00:00:00.000Z
0.001720121,0.00182011,0.00171118,0.001741302,73031.67,2022-07-30T00:00:00.000Z
0.001741293,0.001842518,0.00172668,0.001753547,74353.48,2022-07-31T00:00:00.000Z
0.001753543,0.001753543,0.001672905,0.001718144,32281.2,2022-08-01T00:00:00.000Z
0.001718143,0.001733401,0.001596485,0.001635099,48461.96,2022-08-02T00:00:00.000Z
0.001635096,0.001712916,0.001614953,0.001654006,81644.17,2022-08-03T00:00:00.000Z
0.001654014,0.001706778,0.001595228,0.001618226,31869.22,2022-08-04T00:00:00.000Z
0.001618219,0.00169309,0.001605353,0.00164844,72707.71,2022-08-05T00:00:00.000Z
0.001648443,0.001670397,0.00159916,0.001632801,24028.17,2022-08-06T00:00:00.000Z
0.001632749,0.001642729,0.001542282,0.001602134,48527.34,2022-08-07T00:00:00.000Z
0.001602137,0.001689807,0.001551867,0.001643676,70275.07,2022-08-08T00:00:00.000Z
0.00164371,0.001681846,0.001607262,0.001659606,49799.95,2022-08-09T00:00:00.000Z
0.001659585,0.001728688,0.001598775,0.001700262,29217.1,2022-08-10T00:00:00.000Z
0.00170066,0.001737011,0.001480348,0.001613738,101366.68,2022-08-11T00:00:00.000Z
0.001613685,0.001716855,0.001600649,0.001685006,43958.23,2022-08-12T00:00:00.000Z
0.001685388,0.00171935,0.001637384,0.001705696,35073.34,2022-08-13T00:00:00.000Z
0.001706103,0.00175848,0.001623431,0.001625383,125403.3,2022-08-14T00:00:00.000Z
0.001624438,0.001722669,0.001593567,0.001631904,94198.09,2022-08-15T00:00:00.000Z
0.00163122,0.001690725,0.001594884,0.001670083,64302.16,2022-08-16T00:00:00.000Z
0.001669955,0.001709039,0.001615464,0.001644821,28454.77,2022-08-17T00:00:00.000Z
0.001644776,0.001666602,0.00159904,0.001611281,37597.99,2022-08-18T00:00:00.000Z
0.001611526,0.001615672,0.001383912,0.001387271,34036.25,2022-08-19T00:00:00.000Z
0.001386972,0.001488379,0.001386972,0.001448577,32678.35,2022-08-20T00:00:00.000Z
0.001448572,0.001487117,0.001425086,0.001434911,14749.19,2022-08-21T00:00:00.000Z
0.001435417,0.001520267,0.001348673,0.001422373,168476.75,2022-08-22T00:00:00.000Z
0.001421388,0.001428448,0.001325191,0.00137526,23724.89,2022-08-23T00:00:00.000Z
0.001375407,0.001408825,0.00131927,0.001363957,45214.41,2022-08-24T00:00:00.000Z
0.001363473,0.00138228,0.001285153,0.001344039,50271.59,2022-08-25T00:00:00.000Z
0.00134367,0.001371767,0.001266044,0.001295698,26134.28,2022-08-26T00:00:00.000Z
0.001296012,0.001401716,0.001236538,0.001344476,89234.39,2022-08-27T00:00:00.000Z
0.001344135,0.001390476,0.001326303,0.001326303,42837.6,2022-08-28T00:00:00.000Z
0.001326177,0.00146692,0.001323037,0.001400684,81865.61,2022-08-29T00:00:00.000Z
0.001400294,0.001424737,0.001326223,0.001364719,80846.2,2022-08-30T00:00:00.000Z
0.001364676,0.001395977,0.001330543,0.001330543,557681.3,2022-08-31T00:00:00.000Z
0.001330541,0.001340508,0.001320806,0.001330152,575374.94,2022-09-01T00:00:00.000Z
0.00133176,0.001392261,0.001330644,0.001341742,637379.21,2022-09-02T00:00:00.000Z
0.001341611,0.001366432,0.001338408,0.001356443,498606.54,2022-09-03T00:00:00.000Z
