open,high,low,close,volume,marketCap,timestamp
499.1507345,558.5349594,496.5428657,545.0122425,38857038.94,346046834.9,2021-10-01T00:00:00.000Z
546.1897494,594.5798259,542.300995,565.9438837,44633984.57,359337046.8,2021-10-02T00:00:00.000Z
565.8530431,589.7567951,555.6890303,570.4797378,39963895.06,362217015.1,2021-10-03T00:00:00.000Z
569.8387363,579.5539109,553.0319436,567.4646148,48211732.2,360302610.8,2021-10-04T00:00:00.000Z
567.5260926,611.212963,563.9959167,604.6379373,45152867.91,388491398,2021-10-05T00:00:00.000Z
604.9813487,870.9617708,586.9089893,676.727416,141783430.9,434810262,2021-10-06T00:00:00.000Z
676.4478141,692.6291619,645.6337133,662.32395,57686859.56,425555760.6,2021-10-07T00:00:00.000Z
661.8768298,681.8161923,646.9452453,651.1631643,52624420.27,418384743.1,2021-10-08T00:00:00.000Z
651.2013441,698.0383434,646.0822824,688.6080678,53246582.22,442443807.2,2021-10-09T00:00:00.000Z
689.6705936,714.5029726,658.3116754,660.3518481,50557947.33,424288647.6,2021-10-10T00:00:00.000Z
660.4132405,668.9280364,620.3483748,634.055687,51491154.58,407392862.9,2021-10-11T00:00:00.000Z
634.8826553,634.8826553,603.2102391,615.8755903,43771093.57,395711804.3,2021-10-12T00:00:00.000Z
615.1424359,650.6530633,606.5875051,641.9971487,38422735.64,412495403.4,2021-10-13T00:00:00.000Z
642.3874245,717.0083004,642.3874245,701.2662755,62165545.96,450576946.9,2021-10-14T00:00:00.000Z
701.2614122,732.1120374,685.5187024,722.3732643,66313380.69,464138589.5,2021-10-15T00:00:00.000Z
722.3802754,748.2041607,713.4514845,721.0234804,44359789.18,463271327.6,2021-10-16T00:00:00.000Z
720.6686463,745.4992218,702.3235035,729.448531,34071686.9,468684583.2,2021-10-17T00:00:00.000Z
727.9410895,746.7496449,705.2895163,715.2450862,39225644.08,459558599.2,2021-10-18T00:00:00.000Z
714.5921347,747.117409,711.5833364,746.2079161,37475239.64,479452807.5,2021-10-19T00:00:00.000Z
745.7779351,799.4462188,737.2237681,798.4328829,43795658,513008344,2021-10-20T00:00:00.000Z
798.579312,835.6433089,770.8007512,775.9762881,47427425.47,498579553.9,2021-10-21T00:00:00.000Z
775.2472673,809.7849507,768.3000755,789.0707856,41083436.7,506993018,2021-10-22T00:00:00.000Z
789.1258445,829.4715079,783.8180033,826.6990267,39254619.61,531169880.1,2021-10-23T00:00:00.000Z
826.6708702,835.921276,781.7884083,806.353237,37437175.01,518097322.4,2021-10-24T00:00:00.000Z
807.2691551,863.1136664,805.15574,858.1813681,40753653.98,551397884.4,2021-10-25T00:00:00.000Z
858.1101323,887.7028619,842.5461904,858.3637735,36215101.78,551515083.4,2021-10-26T00:00:00.000Z
857.5430341,923.968062,812.2979683,827.8938091,44738227.34,531937550.6,2021-10-27T00:00:00.000Z
824.930612,928.0194807,818.0754542,912.5281455,39146482.75,586344100.5,2021-10-28T00:00:00.000Z
912.5916426,982.5794042,912.5916426,973.2958254,46375400.79,625390316,2021-10-29T00:00:00.000Z
973.2124639,1040.279847,948.021351,1035.535059,68252181.44,665382077.2,2021-10-30T00:00:00.000Z
1034.653006,1047.744227,963.1137917,997.5796891,52274091.66,640993889.8,2021-10-31T00:00:00.000Z
996.3703827,1060.16095,959.7730129,1053.996606,53913935.37,677244526.4,2021-11-01T00:00:00.000Z
1052.963558,1228.419911,1038.043631,1221.045226,111886751.2,784581460.1,2021-11-02T00:00:00.000Z
1222.075164,1356.710575,1155.211251,1231.009183,108887863.4,790983790.9,2021-11-03T00:00:00.000Z
1233.977773,1258.380816,1209.214133,1252.712909,112083931.5,804932005.4,2021-11-04T00:00:00.000Z
1252.339676,1320.641327,1230.181705,1230.181705,105866399.2,790454556.3,2021-11-05T00:00:00.000Z
1227.520216,1231.290969,1148.032329,1199.876152,55791826.96,770981691.2,2021-11-06T00:00:00.000Z
1201.403388,1236.169751,1188.911264,1226.670014,42468851.36,788198115.3,2021-11-07T00:00:00.000Z
1226.77661,1271.264457,1219.80201,1270.950246,42943726.55,816650425.8,2021-11-08T00:00:00.000Z
