open,high,low,close,volume,timestamp
1.890828554,2.270048402,1.878628948,1.987400482,6202535.22,2023-04-13T00:00:00.000Z
1.986545576,2.094686272,1.894020726,1.917745551,4101233.82,2023-04-14T00:00:00.000Z
1.918358317,1.959294199,1.853324297,1.867706243,989477.16,2023-04-15T00:00:00.000Z
1.866872705,1.884377172,1.840641402,1.857551098,651266.26,2023-04-16T00:00:00.000Z
1.857703238,1.867720611,1.760779973,1.769283665,1057368.26,2023-04-17T00:00:00.000Z
1.76946393,1.806057752,1.701946134,1.730584907,2016939.64,2023-04-18T00:00:00.000Z
1.73002696,1.741263426,1.597114573,1.620244135,2063255.04,2023-04-19T00:00:00.000Z
1.621237883,1.645657473,1.511632041,1.529000606,1769716.53,2023-04-20T00:00:00.000Z
1.528405502,1.554011826,1.411161936,1.444451889,1581190.81,2023-04-21T00:00:00.000Z
1.444486745,1.528660739,1.443383517,1.508663493,757608.19,2023-04-22T00:00:00.000Z
1.508656112,1.516461202,1.463734699,1.466142767,636106.85,2023-04-23T00:00:00.000Z
1.466211206,1.475691145,1.405364603,1.452134532,1040581.42,2023-04-24T00:00:00.000Z
1.452119746,1.571700403,1.413612543,1.571264918,1087158.15,2023-04-25T00:00:00.000Z
1.571286079,1.760136338,1.55554292,1.613199818,2565560.32,2023-04-26T00:00:00.000Z
1.613197653,1.682061874,1.602083589,1.64894469,1111374.85,2023-04-27T00:00:00.000Z
1.648927592,1.648927592,1.573731209,1.596531885,719963.51,2023-04-28T00:00:00.000Z
1.596926234,1.596926234,1.559755433,1.563712888,572977.93,2023-04-29T00:00:00.000Z
1.563986361,1.628625026,1.560311942,1.598167407,780812.8,2023-04-30T00:00:00.000Z
1.597204733,1.601428834,1.473933738,1.476614119,830548.35,2023-05-01T00:00:00.000Z
1.476561988,1.513423843,1.466900272,1.494058355,993195.52,2023-05-02T00:00:00.000Z
1.49283245,1.501521207,1.459197339,1.496345127,536340.44,2023-05-03T00:00:00.000Z
1.496351594,1.525935115,1.483733248,1.512216811,592915.71,2023-05-04T00:00:00.000Z
1.511956896,1.563851763,1.485946331,1.561616212,652493.85,2023-05-05T00:00:00.000Z
1.56249122,1.588987206,1.505569329,1.527954772,763839.8,2023-05-06T00:00:00.000Z
1.527999461,1.553691898,1.526986463,1.539389561,510927.31,2023-05-07T00:00:00.000Z
1.539486774,1.549315486,1.471515151,1.476725744,785741.1,2023-05-08T00:00:00.000Z
1.476227902,1.500816337,1.429992804,1.434736632,464097.17,2023-05-09T00:00:00.000Z
1.434646824,1.450042773,1.406169668,1.427018027,670113.1,2023-05-10T00:00:00.000Z
1.427383242,1.427794756,1.313249579,1.315578408,638681.27,2023-05-11T00:00:00.000Z
1.316318593,1.317359915,1.298312409,1.302020484,462055.53,2023-05-12T00:00:00.000Z
1.300863523,1.301051562,1.289731679,1.297958438,432469.87,2023-05-13T00:00:00.000Z
1.296798267,1.314169593,1.268222971,1.282589959,359615.35,2023-05-14T00:00:00.000Z
1.280166202,1.303296975,1.276231657,1.299073294,418294.06,2023-05-15T00:00:00.000Z
1.299627313,1.3197985,1.296630438,1.316738672,342720.32,2023-05-16T00:00:00.000Z
1.317675814,1.32287101,1.294706023,1.319827147,378676.7,2023-05-17T00:00:00.000Z
1.319408117,1.322592219,1.246821966,1.259684547,485557.35,2023-05-18T00:00:00.000Z
1.25996306,1.264692432,1.254222324,1.26190725,309939.2,2023-05-19T00:00:00.000Z
1.261227083,1.277234011,1.248775944,1.253438868,361871.97,2023-05-20T00:00:00.000Z
1.253379251,1.263047069,1.234914749,1.236046929,385308.25,2023-05-21T00:00:00.000Z
1.235157735,1.242798414,1.216084083,1.226588649,378736.58,2023-05-22T00:00:00.000Z
1.226183389,1.249110716,1.223503053,1.24415852,362269.59,2023-05-23T00:00:00.000Z
1.243817749,1.25072225,1.205203385,1.212702727,421085.52,2023-05-24T00:00:00.000Z
1.212656934,1.230335136,1.200102454,1.228055154,435327.94,2023-05-25T00:00:00.000Z
1.227965919,1.23466312,1.2224276,1.22661267,367396.77,2023-05-26T00:00:00.000Z
1.224664633,1.233746561,1.222122974,1.232935123,333341.31,2023-05-27T00:00:00.000Z
1.232218707,1.251781372,1.231582773,1.251047559,350764.56,2023-05-28T00:00:00.000Z
1.250705761,1.279635103,1.247234885,1.274074034,429356.35,2023-05-29T00:00:00.000Z
1.273948234,1.33820897,1.271074568,1.333408434,544360.56,2023-05-30T00:00:00.000Z
1.334496995,1.351293204,1.248651283,1.258481012,698628.75,2023-05-31T00:00:00.000Z
1.258597505,1.274221209,1.230945718,1.236261629,513665.43,2023-06-01T00:00:00.000Z
1.236317994,1.355277186,1.234989454,1.349600518,525443.35,2023-06-02T00:00:00.000Z
1.351178165,1.370322323,1.336221589,1.345234133,376875.78,2023-06-03T00:00:00.000Z
1.346261361,1.636335928,1.346261361,1.577165333,1379332.69,2023-06-04T00:00:00.000Z
1.578091645,2.15143964,1.476313889,1.510486149,3947041.14,2023-06-05T00:00:00.000Z
1.51131832,1.740370406,1.506296135,1.686626815,1140315.7,2023-06-06T00:00:00.000Z
1.686662693,1.729967623,1.66226043,1.665448029,803106.86,2023-06-07T00:00:00.000Z
1.665257582,1.665928546,1.565459056,1.593142659,580023.53,2023-06-08T00:00:00.000Z
1.594493385,1.659069684,1.579379073,1.630804946,726485.04,2023-06-09T00:00:00.000Z
1.63079811,1.652703064,1.355355325,1.484184405,1312794.29,2023-06-10T00:00:00.000Z
1.484315721,1.544047666,1.476755917,1.532408634,539592.44,2023-06-11T00:00:00.000Z
1.532464506,1.533839324,1.483421233,1.492691275,408272.24,2023-06-12T00:00:00.000Z
1.492438808,1.5266876,1.477663351,1.500884126,490043.13,2023-06-13T00:00:00.000Z
1.500884371,1.53360402,1.438927116,1.448849936,734838.77,2023-06-14T00:00:00.000Z
1.448869232,1.458717904,1.360207978,1.458570817,559411.9,2023-06-15T00:00:00.000Z
1.458939105,1.607200865,1.454798061,1.606875473,749173.11,2023-06-16T00:00:00.000Z
1.605043606,1.784447571,1.602708037,1.733436033,1078666.95,2023-06-17T00:00:00.000Z
1.733330254,1.914623525,1.72865449,1.850876365,841008.73,2023-06-18T00:00:00.000Z
1.851171725,1.936122124,1.847482491,1.897907303,928762.33,2023-06-19T00:00:00.000Z
1.897844478,1.949528912,1.889938208,1.946648536,787494.31,2023-06-20T00:00:00.000Z
1.946630087,2.088104062,1.946630087,2.086135134,804601.84,2023-06-21T00:00:00.000Z
2.086033373,2.096205828,1.861015134,1.975144506,1059585.27,2023-06-22T00:00:00.000Z
1.975188712,1.980439479,1.767829211,1.839813794,656826.1,2023-06-23T00:00:00.000Z
1.839940118,1.839940118,1.74810577,1.751144551,420364.73,2023-06-24T00:00:00.000Z
1.751163685,1.794032095,1.743310695,1.752764251,419689.52,2023-06-25T00:00:00.000Z
1.752768743,1.791683296,1.713133363,1.713478836,506882.71,2023-06-26T00:00:00.000Z
1.715188842,1.721772187,1.606287723,1.610299587,573802.91,2023-06-27T00:00:00.000Z
1.610291738,1.627293735,1.556717472,1.557028798,523963.15,2023-06-28T00:00:00.000Z
1.557495896,1.590685604,1.44848276,1.485640525,922957.89,2023-06-29T00:00:00.000Z
1.48548375,1.688730135,1.469812439,1.688730135,957169.63,2023-06-30T00:00:00.000Z
1.688450193,1.688957329,1.608108971,1.663041441,504765.58,2023-07-01T00:00:00.000Z
1.664016641,1.678600907,1.656610404,1.677436366,396886.24,2023-07-02T00:00:00.000Z
1.67749325,1.71200132,1.675207402,1.706394559,362452.19,2023-07-03T00:00:00.000Z
1.706425085,1.713514799,1.652589901,1.652916177,338723.18,2023-07-04T00:00:00.000Z
1.653011028,1.657964808,1.620058784,1.621711624,269091.71,2023-07-05T00:00:00.000Z
1.62171181,1.634546511,1.61277861,1.633518425,363755.98,2023-07-06T00:00:00.000Z
1.633075118,1.64062465,1.62630881,1.633374121,390770.75,2023-07-07T00:00:00.000Z
1.633335286,1.648350808,1.632543656,1.641423989,345199.71,2023-07-08T00:00:00.000Z
1.641418185,1.691677535,1.627522084,1.683832766,374025.7,2023-07-09T00:00:00.000Z
1.683745972,1.740711065,1.660804425,1.740560819,578515.56,2023-07-10T00:00:00.000Z
1.740698931,1.777523152,1.737809798,1.750185409,599222.31,2023-07-11T00:00:00.000Z
1.750114801,1.751515448,1.732749579,1.732749579,373248.16,2023-07-12T00:00:00.000Z
1.73277406,1.868954641,1.729208362,1.847979222,674019.41,2023-07-13T00:00:00.000Z
1.848172738,1.895825087,1.84281861,1.879080028,879771.48,2023-07-14T00:00:00.000Z
1.879243302,1.887702423,1.841438185,1.845557029,428157.79,2023-07-15T00:00:00.000Z
1.845428452,1.891137997,1.836421831,1.837811242,407432.47,2023-07-16T00:00:00.000Z
1.837699652,1.840966183,1.739763335,1.747736484,431067.41,2023-07-17T00:00:00.000Z
1.747613332,1.760282876,1.64771474,1.667371331,802930.61,2023-07-18T00:00:00.000Z
1.668131433,1.702104697,1.646596888,1.691284969,409453.64,2023-07-19T00:00:00.000Z
1.691048213,1.823976798,1.690930269,1.791237607,691605.78,2023-07-20T00:00:00.000Z
1.791167029,1.849044187,1.787927352,1.834477602,670324.88,2023-07-21T00:00:00.000Z
1.834381237,1.853495592,1.791179067,1.797060647,485427.64,2023-07-22T00:00:00.000Z
1.797199247,1.851742006,1.79513998,1.851717519,437735.78,2023-07-23T00:00:00.000Z
1.852056319,1.857031904,1.802425931,1.828325092,943239.15,2023-07-24T00:00:00.000Z
1.828376117,1.845122292,1.797958572,1.798940711,356798.43,2023-07-25T00:00:00.000Z
1.799136062,1.799763196,1.770470005,1.788930637,558951.62,2023-07-26T00:00:00.000Z
1.789496024,1.797758974,1.762384555,1.769081055,366041.65,2023-07-27T00:00:00.000Z
1.769020677,1.797226128,1.751290404,1.769941765,581237.1,2023-07-28T00:00:00.000Z
1.769985287,1.807536072,1.765546906,1.807186257,316450.54,2023-07-29T00:00:00.000Z
1.807189149,1.827347273,1.778628421,1.822946587,813766.39,2023-07-30T00:00:00.000Z
1.823208297,2.190574818,1.806235645,2.123111291,3224024.31,2023-07-31T00:00:00.000Z
2.123246915,2.174878021,2.06540977,2.144604433,1290556.64,2023-08-01T00:00:00.000Z
2.144686896,2.180588965,2.086859355,2.089587395,941771.31,2023-08-02T00:00:00.000Z
2.089638353,2.089638353,1.86148384,1.863455898,1231492.59,2023-08-03T00:00:00.000Z
1.863435137,1.901324509,1.863170263,1.867171486,527461.77,2023-08-04T00:00:00.000Z
1.867382058,1.867538002,1.837851037,1.842635287,418335.99,2023-08-05T00:00:00.000Z
1.842778887,1.8859099,1.836248415,1.859768545,821746.39,2023-08-06T00:00:00.000Z
1.8599908,1.864649783,1.82539773,1.84530125,703957.48,2023-08-07T00:00:00.000Z
1.84526146,1.899698564,1.844336134,1.898303866,469372.93,2023-08-08T00:00:00.000Z
1.898204185,1.921345112,1.873829177,1.921341265,637592.57,2023-08-09T00:00:00.000Z
1.921214051,2.808034358,1.921163263,2.416353905,4523121.45,2023-08-10T00:00:00.000Z
2.416653844,3.067587373,2.230341657,2.816768464,3588491.76,2023-08-11T00:00:00.000Z
2.818539577,3.203114924,2.640706385,2.667639221,2642663.02,2023-08-12T00:00:00.000Z
2.673484617,2.897740338,2.552010348,2.553536234,1329205.46,2023-08-13T00:00:00.000Z
2.553511461,3.011070488,2.526291589,2.918254535,1348022.29,2023-08-14T00:00:00.000Z
2.919857213,3.478795343,2.81592287,2.819019925,3579703.57,2023-08-15T00:00:00.000Z
2.817792972,3.074149596,2.801772224,2.863116405,1935517.79,2023-08-16T00:00:00.000Z
2.862653063,3.293911317,2.862653063,3.164715687,4549835.94,2023-08-17T00:00:00.000Z
3.16694217,4.285569735,3.162810005,4.163342823,7150279.98,2023-08-18T00:00:00.000Z
4.165484119,4.305104396,3.744189189,3.968134588,3771935.33,2023-08-19T00:00:00.000Z
3.967318973,4.326786564,3.868778317,3.886527917,2053397.43,2023-08-20T00:00:00.000Z
3.89279494,3.928141951,3.59023153,3.632097568,2337195.07,2023-08-21T00:00:00.000Z
3.631984265,3.6350942,3.039281544,3.222972313,2988915.6,2023-08-22T00:00:00.000Z
3.223474208,3.669760372,3.110937729,3.490775317,2983495.91,2023-08-23T00:00:00.000Z
3.490355367,3.544862332,3.197917294,3.205805907,1380350.93,2023-08-24T00:00:00.000Z
3.205496366,3.215124348,2.964367944,3.215124348,1920525.68,2023-08-25T00:00:00.000Z
3.213272832,3.466144787,3.207506243,3.381305217,1881065.81,2023-08-26T00:00:00.000Z
3.377728475,3.523048201,3.363850928,3.420104423,1148916.46,2023-08-27T00:00:00.000Z
3.420439537,3.420439537,3.066350894,3.127994537,1175086.33,2023-08-28T00:00:00.000Z
3.127818066,3.494393148,3.059396677,3.402319038,1803441.7,2023-08-29T00:00:00.000Z
3.403361255,3.415395648,3.271369411,3.290209981,1103621.77,2023-08-30T00:00:00.000Z
3.290466902,3.319696614,3.078783646,3.086995315,1153546.19,2023-08-31T00:00:00.000Z
3.085599353,3.14145584,2.959404852,3.066556723,1199855.72,2023-09-01T00:00:00.000Z
3.066452063,3.104722113,2.969056126,3.104103782,836997.14,2023-09-02T00:00:00.000Z
3.10443804,3.138663942,3.057762416,3.119231867,643365.66,2023-09-03T00:00:00.000Z
3.119696888,3.397642152,3.107181098,3.32294267,1051271.51,2023-09-04T00:00:00.000Z
3.322698238,3.605432914,3.240410136,3.574690134,1917325.89,2023-09-05T00:00:00.000Z
3.575280945,4.050436717,3.56207444,3.674943971,4104063.18,2023-09-06T00:00:00.000Z
3.6724451,4.351573385,3.566539913,4.20519675,4039444.49,2023-09-07T00:00:00.000Z
4.204650334,4.317648727,3.984068114,4.042274268,2791192.58,2023-09-08T00:00:00.000Z
4.042821118,4.248557772,4.000147768,4.133781706,2034944.97,2023-09-09T00:00:00.000Z
4.133577215,4.642367505,4.116352929,4.48782476,3787070.64,2023-09-10T00:00:00.000Z
4.487854812,4.564835344,3.857899454,4.093890477,3275642.77,2023-09-11T00:00:00.000Z
4.093873612,4.322608275,4.047399682,4.168170628,2455388.03,2023-09-12T00:00:00.000Z
4.168361107,4.462971059,4.034499756,4.20540864,2261927.27,2023-09-13T00:00:00.000Z
4.205206367,4.332185867,4.032328088,4.068358329,1846489.14,2023-09-14T00:00:00.000Z
4.068094828,4.080378835,3.719713766,3.797088977,1942836.29,2023-09-15T00:00:00.000Z
3.79690545,4.090159686,3.785998328,3.858175053,1588456.08,2023-09-16T00:00:00.000Z
3.85831879,3.875312079,3.587770848,3.592768161,1086949.83,2023-09-17T00:00:00.000Z
3.592151661,3.901753439,3.580210277,3.58139296,818326.95,2023-09-18T00:00:00.000Z
3.581301966,3.666300866,3.409647748,3.650388524,1480121.89,2023-09-19T00:00:00.000Z
3.650202635,3.773903192,3.650202635,3.712204744,615658.85,2023-09-20T00:00:00.000Z
3.712124003,3.725192425,3.569727309,3.63614397,686104.35,2023-09-21T00:00:00.000Z
3.635943307,3.65543325,3.503746877,3.582929046,598790.6,2023-09-22T00:00:00.000Z
3.58292833,3.60068169,3.527316792,3.593727661,321658.37,2023-09-23T00:00:00.000Z
3.593865287,3.596869688,3.519302003,3.536504766,381355.67,2023-09-24T00:00:00.000Z
3.538306156,3.561108607,3.41584684,3.446544318,572312.56,2023-09-25T00:00:00.000Z
3.446573623,3.468412133,3.340048382,3.4538993,1001555.15,2023-09-26T00:00:00.000Z
3.453758082,3.661937127,3.447185926,3.661937127,852050.09,2023-09-27T00:00:00.000Z
3.662013328,3.986710168,3.659005391,3.875796792,1716386.04,2023-09-28T00:00:00.000Z
3.875583414,3.914571647,3.719753895,3.719753895,712061.05,2023-09-29T00:00:00.000Z
3.718824548,3.741646538,3.687574461,3.711352209,384300.85,2023-09-30T00:00:00.000Z
3.712123143,3.851848839,3.694944923,3.830903799,616036,2023-10-01T00:00:00.000Z
3.830778541,3.850517404,3.430476018,3.555724963,1007556.41,2023-10-02T00:00:00.000Z
3.555603052,3.601778466,3.38516201,3.389390136,609669.34,2023-10-03T00:00:00.000Z
3.388201349,3.488603444,3.358167811,3.359881371,567097.29,2023-10-04T00:00:00.000Z
3.360159801,3.376114782,3.201539687,3.210447638,1106877.71,2023-10-05T00:00:00.000Z
3.210440338,3.246728413,3.058389686,3.067386269,1212893.06,2023-10-06T00:00:00.000Z
3.067473027,3.087495264,2.967702151,2.987423344,1117446.59,2023-10-07T00:00:00.000Z
2.986658746,2.996983963,2.834693715,2.843598557,825047.26,2023-10-08T00:00:00.000Z
2.841903938,2.88613425,2.576826524,2.597631552,2550192.25,2023-10-09T00:00:00.000Z
2.597765758,2.846995937,2.595561914,2.799931315,1388124.63,2023-10-10T00:00:00.000Z
2.799700986,2.820683385,2.71905011,2.784258266,633721.25,2023-10-11T00:00:00.000Z
2.784254646,2.785753382,2.711645713,2.75140423,491058.03,2023-10-12T00:00:00.000Z
2.751511332,2.794410996,2.721331426,2.78468534,452300.66,2023-10-13T00:00:00.000Z
2.784752891,2.886444802,2.774505614,2.864314518,593769.39,2023-10-14T00:00:00.000Z
2.864357456,2.941027422,2.851550246,2.900379622,419214.54,2023-10-15T00:00:00.000Z
2.90067049,3.037253959,2.90067049,3.01268364,720866.4,2023-10-16T00:00:00.000Z
3.012368542,3.464226339,3.010862221,3.419143269,1863336.03,2023-10-17T00:00:00.000Z
3.420464578,3.420464578,3.145644048,3.220194504,1166118.83,2023-10-18T00:00:00.000Z
3.220185229,3.321598142,3.141885893,3.266115521,925718.03,2023-10-19T00:00:00.000Z
