open,high,low,close,volume,marketCap,timestamp
1.309554056,1.537247809,1.293120489,1.522399078,126748892.3,1270199451,2021-10-01T00:00:00.000Z
1.524379533,1.572503456,1.492104299,1.510026632,116748757.5,1259876616,2021-10-02T00:00:00.000Z
1.506070169,1.554700405,1.470947989,1.548432456,97793316.32,1291920157,2021-10-03T00:00:00.000Z
1.550317019,1.697762892,1.525288662,1.567522827,250409998.1,1307848029,2021-10-04T00:00:00.000Z
1.566720748,1.723250903,1.550178709,1.6889261,168913414.4,1409139716,2021-10-05T00:00:00.000Z
1.692727866,1.749066227,1.54974265,1.649982335,171448678.6,1376647350,2021-10-06T00:00:00.000Z
1.64596544,1.677032628,1.594867829,1.660888646,114870755.8,1385746928,2021-10-07T00:00:00.000Z
1.677868834,1.727671241,1.63596549,1.69738915,139903395.8,1416200783,2021-10-08T00:00:00.000Z
1.695714842,1.718314133,1.65510606,1.71755877,94102462.97,1433029117,2021-10-09T00:00:00.000Z
1.719316442,1.719316442,1.576793994,1.584436954,90012545.66,1321960174,2021-10-10T00:00:00.000Z
1.584580973,1.653097514,1.516036321,1.562005866,90547645.52,1303245004,2021-10-11T00:00:00.000Z
1.563781517,1.563781517,1.450783193,1.537110244,99284974.43,1282473575,2021-10-12T00:00:00.000Z
1.535485229,1.589166314,1.493830281,1.583345973,89553865.75,1321049923,2021-10-13T00:00:00.000Z
1.585259494,1.64723532,1.565152918,1.616276665,87422964.23,1348525339,2021-10-14T00:00:00.000Z
1.619997484,1.628136587,1.526522727,1.609044936,124819410.6,1342491613,2021-10-15T00:00:00.000Z
1.609997438,1.762153391,1.60432458,1.711088835,196703425.5,1427630987,2021-10-16T00:00:00.000Z
1.719553793,1.719553793,1.557304452,1.639862302,106543394.6,1368203795,2021-10-17T00:00:00.000Z
1.635251438,1.64980691,1.574079564,1.628657291,75687751.79,1358854998,2021-10-18T00:00:00.000Z
1.635982303,1.647034068,1.581639831,1.606518983,76010610.82,1340384108,2021-10-19T00:00:00.000Z
1.604657004,1.980598219,1.578254692,1.849569999,402084034.9,1543171453,2021-10-20T00:00:00.000Z
1.846877469,1.861974042,1.742006704,1.796546562,227550513.3,1498931843,2021-10-21T00:00:00.000Z
